UserID,Name,Surname,Email,Gender,Race,Age,AgeGroup,Province,Socials,Channel2,RecordDate2,TimeBucket,Duration
499367,Brendan,Mosser,Brendan454@abcmail.com,male,black,32,Young Adults,Western Cape,@Brendan45,Trace TV,2016-01-06 16:39:00.000000,Afternoon,78
507286,Yolonda,Pascarella,Yolonda324@abcmail.com,female,None,11,Kids,Eastern Cape,@Yolonda32,Boomerang,2016-01-03 15:00:00.000000,Afternoon,2951
511233,None,None,Minerva215@mailxyz.com,None,None,0,Kids,None,None,SuperSport Blitz,2016-01-09 20:56:00.000000,Evening,2862
512519,Haywood,Crotty,Haywood92@gmail.com,male,black,54,Seniors,Gauteng,@Haywood9,Africa Magic,2016-01-10 20:03:00.000000,Evening,25
517144,Cody,Mastrangelo,Cody121@yahoo.com,male,black,29,Young Adults,Mpumalanga,@Cody12,SawSee,2016-01-21 12:31:00.000000,Afternoon,17
519784,None,None,Torrie433@mail.com,None,None,0,Kids,None,None,Supersport Live Events,2016-01-18 19:34:00.000000,Evening,312
520552,Shelley,Reisinger,Shelley304@abcmail.com,female,black,33,Young Adults,Eastern Cape,@Shelley30,Cartoon Network,2016-01-10 19:23:00.000000,Evening,2181
521247,Hollis,Marek,Hollis384@abcmail.com,male,black,21,Young Adults,Mpumalanga,@Hollis38,Channel O,2016-01-08 12:25:00.000000,Afternoon,288
522890,None,None,Briana491@yahoo.com,None,None,0,Kids,None,None,E! Entertainment,2016-01-07 18:35:00.000000,Evening,28
530287,Brendan,Langenfeld,Brendan452@gmail.com,male,indian_asian,33,Young Adults,Mpumalanga,@Brendan45,SuperSport Blitz,2016-01-18 13:42:00.000000,Afternoon,50
530321,Tiffani,Pilot,Tiffani383@mail.com,female,black,33,Young Adults,Limpopo,@Tiffani38,SuperSport Blitz,2016-01-26 06:47:00.000000,Morning,42
530495,Nubia,Sytsma,Nubia405@mailxyz.com,female,black,30,Young Adults,Gauteng,@Nubia40,SawSee,2016-01-09 17:20:00.000000,Afternoon,17
531053,Hollis,Marek,Hollis385@mailxyz.com,male,coloured,18,Young Adults,Western Cape,@Hollis38,Cartoon Network,2016-01-11 07:09:00.000000,Morning,137
533013,Lloyd,Pilot,Lloyd72@gmail.com,male,coloured,56,Seniors,Eastern Cape,@Lloyd7,Supersport Live Events,2016-01-11 15:52:00.000000,Afternoon,30
534080,Shane,Luthy,Shane21@yahoo.com,male,white,23,Young Adults,Eastern Cape,@Shane2,Trace TV,2016-01-07 09:51:00.000000,Morning,156
536151,Lillian,Borelli,Lillian233@mail.com,female,white,42,Adults,Western Cape,@Lillian23,Cartoon Network,2016-01-11 14:15:00.000000,Afternoon,54
539176,Brendan,Sieren,Brendan454@abcmail.com,male,None,49,Adults,Western Cape,@Brendan45,CNN,2016-01-19 19:26:00.000000,Evening,300
542553,Jared,Marek,Jared503@mail.com,male,coloured,47,Adults,Western Cape,@Jared50,Cartoon Network,2016-01-12 07:53:00.000000,Morning,55
543441,Stephen,Zweifel,Stephen155@mailxyz.com,male,white,25,Young Adults,Gauteng,@Stephen15,Supersport Live Events,2016-01-05 08:49:00.000000,Morning,230
543495,Loyd,Langenfeld,Loyd495@mailxyz.com,male,white,24,Young Adults,Gauteng,@Loyd49,Channel O,2016-01-22 08:29:00.000000,Morning,69
549030,Valentine,Curran,Valentine475@mailxyz.com,male,None,42,Adults,Western Cape,@Valentine47,E! Entertainment,2016-01-02 08:46:00.000000,Morning,378
549032,Stephen,Borelli,Stephen155@mailxyz.com,male,black,42,Adults,Gauteng,@Stephen15,Boomerang,2016-01-12 21:33:00.000000,Evening,615
549789,Dion,Zweifel,Dion334@abcmail.com,male,black,25,Young Adults,Gauteng,@Dion33,Channel O,2016-01-22 14:32:00.000000,Afternoon,603
549843,Shandra,Mccollum,Shandra262@gmail.com,female,black,24,Young Adults,North West,@Shandra26,Boomerang,2016-01-06 06:00:00.000000,Morning,0
549969,Stacy,Pool,Stacy272@gmail.com,male,indian_asian,21,Young Adults,Mpumalanga,@Stacy27,Supersport Live Events,2016-03-24 08:43:00.000000,Morning,50
551249,None,None,Malika495@mailxyz.com,None,None,0,Kids,None,None,ICC Cricket World Cup 2011,2016-02-24 10:21:00.000000,Morning,230
552589,Markus,Curran,Markus195@mailxyz.com,male,None,32,Young Adults,Gauteng,@Markus19,Cartoon Network,2016-01-16 05:33:00.000000,Morning,32
555618,Kip,Mccollum,Kip145@mailxyz.com,male,coloured,47,Adults,Eastern Cape,@Kip14,Boomerang,2016-01-16 18:29:00.000000,Evening,75
559277,Wilton,Creager,Wilton413@mail.com,male,None,26,Young Adults,Western Cape,@Wilton41,E! Entertainment,2016-01-01 13:04:00.000000,Afternoon,96
568131,Art,Crotty,Art401@yahoo.com,male,black,34,Young Adults,Gauteng,@Art40,Africa Magic,2016-01-07 13:35:00.000000,Afternoon,325
573660,None,None,Earline61@yahoo.com,None,None,0,Kids,None,None,CNN,2016-03-31 11:31:00.000000,Morning,252
575079,Samuel,Holt,Samuel265@mailxyz.com,male,black,43,Adults,Kwazulu Natal,@Samuel26,Africa Magic,2016-01-01 18:11:00.000000,Evening,104
575863,Carter,Arrieta,Carter33@mail.com,male,white,26,Young Adults,Mpumalanga,@Carter3,DStv Events 1,2016-01-01 13:12:00.000000,Afternoon,115
575881,Hugh,Shkreli,Hugh12@gmail.com,male,coloured,26,Young Adults,Western Cape,@Hugh1,Supersport Live Events,2016-01-09 13:38:00.000000,Afternoon,92
576231,Emerson,Paradis,Emerson243@mail.com,male,black,17,Teens,Kwazulu Natal,@Emerson24,Trace TV,2016-01-03 21:27:00.000000,Evening,72
578540,Samuel,Borelli,Samuel263@mail.com,male,black,51,Seniors,Eastern Cape,@Samuel26,CNN,2016-01-23 12:06:00.000000,Afternoon,3
580854,None,None,Seema355@mailxyz.com,None,None,0,Kids,None,None,Cartoon Network,2016-03-27 16:59:00.000000,Afternoon,3898
581681,Randy,Vital,Randy394@abcmail.com,male,white,48,Adults,Gauteng,@Randy39,Trace TV,2016-01-02 12:57:00.000000,Afternoon,522
582217,Robby,Holt,Robby164@abcmail.com,male,black,34,Young Adults,Mpumalanga,@Robby16,Channel O,2016-01-01 21:04:00.000000,Evening,27
582393,Lloyd,Mcclaine,Lloyd73@mail.com,male,indian_asian,30,Young Adults,Kwazulu Natal,@Lloyd7,Trace TV,2016-01-01 14:57:00.000000,Afternoon,15
582516,Cody,Nicholls,Cody125@mailxyz.com,male,black,28,Young Adults,Gauteng,@Cody12,CNN,2016-01-02 14:26:00.000000,Afternoon,171
582615,Filiberto,Condie,Filiberto42@gmail.com,male,None,26,Young Adults,Free State,@Filiberto4,M-Net,2016-01-01 16:23:00.000000,Afternoon,222
582881,Epifania,Crotty,Epifania32@gmail.com,female,coloured,20,Young Adults,Northern Cape,@Epifania3,Trace TV,2016-01-01 15:36:00.000000,Afternoon,867
585153,Kip,Hoadley,Kip144@abcmail.com,male,white,51,Seniors,Free State,@Kip14,E! Entertainment,2016-01-10 21:30:00.000000,Evening,172
585283,Bernardo,Reisinger,Bernardo325@mailxyz.com,male,black,45,Adults,Gauteng,@Bernardo32,SuperSport Blitz,2016-01-14 18:01:00.000000,Evening,44
585356,Randy,Mcculloch,Randy393@mail.com,male,coloured,43,Adults,Western Cape,@Randy39,Cartoon Network,2016-01-02 16:47:00.000000,Afternoon,4
585415,Randy,Sieren,Randy395@mailxyz.com,male,black,41,Adults,Mpumalanga,@Randy39,Africa Magic,2016-01-09 17:26:00.000000,Afternoon,66
585562,Lesli,Martello,Lesli205@mailxyz.com,female,None,38,Adults,Northern Cape,@Lesli20,Cartoon Network,2016-01-04 15:40:00.000000,Afternoon,52
585655,Lane,Crotty,Lane111@yahoo.com,male,white,36,Adults,North West,@Lane11,Vuzu,2016-01-02 17:48:00.000000,Afternoon,18
585704,Art,Jacox,Art403@mail.com,male,None,35,Young Adults,Mpumalanga,@Art40,E! Entertainment,2016-01-01 09:40:00.000000,Morning,4
585831,Lillian,Borelli,Lillian221@yahoo.com,female,white,33,Young Adults,Gauteng,@Lillian22,Boomerang,2016-01-02 09:43:00.000000,Morning,99
585833,Wilburn,Leicht,Wilburn301@yahoo.com,male,white,33,Young Adults,Gauteng,@Wilburn30,Cartoon Network,2016-01-01 20:32:00.000000,Evening,1164
586144,Cory,Jacox,Cory105@mailxyz.com,male,white,28,Young Adults,Limpopo,@Cory10,Cartoon Network,2016-01-02 15:40:00.000000,Afternoon,3
586305,Loyd,Paradis,Loyd493@mail.com,male,black,25,Young Adults,Limpopo,@Loyd49,Trace TV,2016-01-03 14:05:00.000000,Afternoon,24
586442,Wilton,Beville,Wilton411@yahoo.com,male,white,22,Young Adults,Limpopo,@Wilton41,E! Entertainment,2016-03-10 14:56:00.000000,Afternoon,20
586459,Lucas,Hier,Lucas233@mail.com,male,black,22,Young Adults,Free State,@Lucas23,Cartoon Network,2016-01-02 09:49:00.000000,Morning,310
586480,Stephen,Restivo,Stephen153@mail.com,male,black,22,Young Adults,Mpumalanga,@Stephen15,DStv Events 1,2016-01-02 16:59:00.000000,Afternoon,145
586564,Stefan,Mccown,Stefan463@mail.com,male,coloured,19,Young Adults,Gauteng,@Stefan46,Cartoon Network,2016-01-02 09:22:00.000000,Morning,2813
588935,Cordie,Singer,Cordie63@mail.com,female,coloured,51,Seniors,Western Cape,@Cordie6,Channel O,2016-01-01 19:46:00.000000,Evening,411
588987,Stefan,Jacox,Stefan461@yahoo.com,male,black,48,Adults,Gauteng,@Stefan46,CNN,2016-01-05 09:26:00.000000,Morning,45
589137,Lesli,Martello,Lesli364@abcmail.com,female,None,42,Adults,Gauteng,@Lesli36,Cartoon Network,2016-01-03 13:45:00.000000,Afternoon,264
589200,Bernardo,Singer,Bernardo325@mailxyz.com,male,None,41,Adults,Kwazulu Natal,@Bernardo32,Trace TV,2016-01-03 10:05:00.000000,Morning,261
589286,Abel,Crotty,Abel185@mailxyz.com,male,None,39,Adults,Gauteng,@Abel18,Boomerang,2016-01-03 04:30:00.000000,Morning,21
589895,Efren,Zweifel,Efren131@yahoo.com,male,white,27,Young Adults,Eastern Cape,@Efren13,Cartoon Network,2016-01-19 07:17:00.000000,Morning,994
590330,Michel,Arrieta,Michel205@mailxyz.com,male,white,18,Young Adults,Mpumalanga,@Michel20,Boomerang,2016-01-06 23:13:00.000000,Night,364
590480,Mellie,Creager,Mellie411@yahoo.com,female,indian_asian,10,Kids,Western Cape,@Mellie41,Africa Magic,2016-01-04 16:11:00.000000,Afternoon,167
591868,None,None,Yolonda103@mail.com,None,None,0,Kids,None,None,SuperSport Blitz,2016-01-16 22:32:00.000000,Evening,4
592732,Hugh,Bilyeu,Hugh14@abcmail.com,male,black,45,Adults,Limpopo,@Hugh1,Africa Magic,2016-01-13 05:04:00.000000,Morning,905
592782,Valentine,Shkreli,Valentine471@yahoo.com,male,black,43,Adults,Gauteng,@Valentine47,Cartoon Network,2016-01-05 12:04:00.000000,Afternoon,226
593079,Len,Crotty,Len444@abcmail.com,male,white,37,Adults,Gauteng,@Len44,Boomerang,2016-01-04 10:42:00.000000,Morning,275
593270,Rebecka,Shkreli,Rebecka242@gmail.com,female,white,33,Young Adults,North West,@Rebecka24,DStv Events 1,2016-01-02 17:39:00.000000,Afternoon,955
593622,Meghann,Curran,Meghann224@abcmail.com,female,black,27,Young Adults,Gauteng,@Meghann22,Trace TV,2016-01-21 12:05:00.000000,Afternoon,540
593624,Efren,Wigfall,Efren133@mail.com,male,other,27,Young Adults,Eastern Cape,@Efren13,E! Entertainment,2016-01-01 08:30:00.000000,Morning,758
593674,Earl,Sytsma,Earl424@abcmail.com,male,None,26,Young Adults,Western Cape,@Earl42,Trace TV,2016-01-03 14:24:00.000000,Afternoon,642
593678,Garry,Deblois,Garry284@abcmail.com,male,black,26,Young Adults,Kwazulu Natal,@Garry28,DStv Events 1,2016-01-03 23:49:00.000000,Night,225
593867,Hyman,Sieren,Hyman83@mail.com,male,white,23,Young Adults,Gauteng,@Hyman8,DStv Events 1,2016-01-07 16:23:00.000000,Afternoon,145
596255,Royal,Mccollum,Royal175@mailxyz.com,male,None,54,Seniors,Gauteng,@Royal17,CNN,2016-01-02 17:17:00.000000,Afternoon,59
596302,Lloyd,Reisinger,Lloyd73@mail.com,male,white,50,Adults,Gauteng,@Lloyd7,SawSee,2016-01-03 19:56:00.000000,Evening,79
596429,Samuel,Caves,Samuel261@yahoo.com,male,white,44,Adults,Gauteng,@Samuel26,SuperSport Blitz,2016-01-20 13:17:00.000000,Afternoon,226
596969,Teresia,Beville,Teresia505@mailxyz.com,female,black,33,Young Adults,Gauteng,@Teresia50,Trace TV,2016-01-08 20:54:00.000000,Evening,15
597265,Donald,Roquemore,Donald221@yahoo.com,male,black,28,Young Adults,Gauteng,@Donald22,Channel O,2016-01-08 13:31:00.000000,Afternoon,1446
597268,Michel,Deblois,Michel204@abcmail.com,male,black,28,Young Adults,Eastern Cape,@Michel20,Supersport Live Events,2016-01-08 07:26:00.000000,Morning,50
597416,Kyle,Crotty,Kyle63@mail.com,male,black,25,Young Adults,Gauteng,@Kyle6,Supersport Live Events,2016-01-05 09:22:00.000000,Morning,2436
597491,Stephen,Sieren,Stephen152@gmail.com,male,black,24,Young Adults,Gauteng,@Stephen15,Boomerang,2016-01-05 18:07:00.000000,Evening,2615
597503,Lucas,Mcclaine,Lucas231@yahoo.com,male,white,24,Young Adults,Gauteng,@Lucas23,Boomerang,2016-01-10 12:49:00.000000,Afternoon,457
597546,Len,Mastrangelo,Len441@yahoo.com,male,black,23,Young Adults,Kwazulu Natal,@Len44,Africa Magic,2016-01-06 23:45:00.000000,Night,70
600115,Royal,Mccown,Royal171@yahoo.com,male,white,44,Adults,Mpumalanga,@Royal17,Channel O,2016-03-20 10:49:00.000000,Morning,36
600435,Loyd,Crotty,Loyd491@yahoo.com,male,black,36,Adults,Western Cape,@Loyd49,Boomerang,2016-01-08 05:38:00.000000,Morning,150
600446,Robby,Mcculloch,Robby164@abcmail.com,male,black,36,Adults,Eastern Cape,@Robby16,Supersport Live Events,2016-01-06 10:07:00.000000,Morning,30
600667,Carter,Pascarella,Carter32@gmail.com,male,coloured,32,Young Adults,Western Cape,@Carter3,Supersport Live Events,2016-01-09 18:21:00.000000,Evening,2
600682,Eli,Mcclaine,Eli292@gmail.com,male,black,31,Young Adults,Kwazulu Natal,@Eli29,SuperSport Blitz,2016-01-06 12:11:00.000000,Afternoon,20
600713,Chas,Mccown,Chas351@yahoo.com,male,black,31,Young Adults,Kwazulu Natal,@Chas35,Channel O,2016-01-13 14:27:00.000000,Afternoon,27
600911,Kip,Hoadley,Kip145@mailxyz.com,male,black,28,Young Adults,Eastern Cape,@Kip14,Vuzu,2016-01-10 16:30:00.000000,Afternoon,36
600984,Robby,Lavoie,Robby163@mail.com,male,black,27,Young Adults,Mpumalanga,@Robby16,Trace TV,2016-01-06 15:37:00.000000,Afternoon,159
601019,Stacy,Hoadley,Stacy273@mail.com,male,indian_asian,26,Young Adults,Eastern Cape,@Stacy27,Vuzu,2016-01-02 01:23:00.000000,Morning,11
601098,Wilburn,Pool,Wilburn304@abcmail.com,male,black,25,Young Adults,Gauteng,@Wilburn30,Vuzu,2016-01-07 06:59:00.000000,Morning,78
601176,Filiberto,Pool,Filiberto43@mail.com,male,white,23,Young Adults,Mpumalanga,@Filiberto4,Boomerang,2016-01-02 17:26:00.000000,Afternoon,13
601178,Tiffani,Pilot,Tiffani93@mail.com,female,black,23,Young Adults,Free State,@Tiffani9,Africa Magic,2016-01-05 10:26:00.000000,Morning,17
601422,Seema,Fudge,Seema462@gmail.com,female,other,10,Kids,Western Cape,@Seema46,Supersport Live Events,2016-01-09 15:41:00.000000,Afternoon,2388
603546,Yong,Bilyeu,Yong482@gmail.com,male,None,51,Seniors,Gauteng,@Yong48,CNN,2016-01-06 15:38:00.000000,Afternoon,132
603558,Markus,Crotty,Markus193@mail.com,male,black,50,Adults,Gauteng,@Markus19,Supersport Live Events,2016-01-08 17:46:00.000000,Afternoon,126
603910,Chas,Sytsma,Chas353@mail.com,male,black,38,Adults,Gauteng,@Chas35,M-Net,2016-01-07 10:30:00.000000,Morning,21
604047,Art,Jacox,Art404@abcmail.com,male,black,35,Young Adults,Kwazulu Natal,@Art40,Channel O,2016-01-07 18:43:00.000000,Evening,573
604198,Claud,Langenfeld,Claud344@abcmail.com,male,other,32,Young Adults,Western Cape,@Claud34,SawSee,2016-01-23 19:48:00.000000,Evening,151
604372,Jared,Roquemore,Jared501@yahoo.com,male,black,29,Young Adults,Gauteng,@Jared50,Trace TV,2016-01-06 18:40:00.000000,Evening,744
604430,Haywood,Sytsma,Haywood92@gmail.com,male,white,28,Young Adults,Eastern Cape,@Haywood9,Trace TV,2016-01-02 05:47:00.000000,Morning,798
604596,Earl,Singer,Earl421@yahoo.com,male,white,25,Young Adults,Kwazulu Natal,@Earl42,Trace TV,2016-01-03 11:22:00.000000,Morning,120
604764,Brendan,Vital,Brendan455@mailxyz.com,male,black,21,Young Adults,Eastern Cape,@Brendan45,SawSee,2016-01-07 12:49:00.000000,Afternoon,56
606205,None,None,Luanna331@yahoo.com,None,None,0,Kids,None,None,Supersport Live Events,2016-01-08 18:31:00.000000,Evening,4
607481,Yong,Bilyeu,Yong485@mailxyz.com,male,black,36,Adults,Kwazulu Natal,@Yong48,Africa Magic,2016-01-02 13:13:00.000000,Afternoon,49
607730,Lane,Zweifel,Lane111@yahoo.com,male,black,31,Young Adults,Gauteng,@Lane11,Channel O,2016-01-06 06:33:00.000000,Morning,597
609311,None,None,Anette371@yahoo.com,None,None,0,Kids,None,None,Africa Magic,2016-01-19 23:38:00.000000,Night,662
610413,Earline,Zweifel,Earline323@mail.com,female,black,64,Seniors,Eastern Cape,@Earline32,Trace TV,2016-01-13 20:19:00.000000,Evening,2667
610483,Jacinto,Mccollum,Jacinto253@mail.com,male,None,52,Seniors,Western Cape,@Jacinto25,M-Net,2016-01-08 20:14:00.000000,Evening,352
611188,Lucas,Mccollum,Lucas231@yahoo.com,male,black,32,Young Adults,Gauteng,@Lucas23,Channel O,2016-01-18 03:19:00.000000,Morning,267
611190,Abel,Woolard,Abel184@abcmail.com,male,black,32,Young Adults,Gauteng,@Abel18,E! Entertainment,2016-01-12 20:06:00.000000,Evening,20
611337,Loyd,Mcculloch,Loyd491@yahoo.com,male,coloured,30,Young Adults,Gauteng,@Loyd49,Supersport Live Events,2016-03-06 13:53:00.000000,Afternoon,36
611535,Efren,Woolard,Efren134@abcmail.com,male,indian_asian,27,Young Adults,Gauteng,@Efren13,SuperSport Blitz,2016-01-13 18:36:00.000000,Evening,0
611645,Chas,Crotty,Chas351@yahoo.com,male,black,25,Young Adults,Mpumalanga,@Chas35,Channel O,2016-01-02 23:58:00.000000,Night,300
611923,Kyle,Pilot,Kyle62@gmail.com,male,indian_asian,18,Young Adults,North West,@Kyle6,DStv Events 1,2016-01-20 13:01:00.000000,Afternoon,15
614114,Irving,Langenfeld,Irving54@abcmail.com,male,black,55,Seniors,Gauteng,@Irving5,Trace TV,2016-01-01 12:16:00.000000,Afternoon,42
614417,Shane,Condie,Shane23@mail.com,male,white,39,Adults,Gauteng,@Shane2,M-Net,2016-01-10 19:30:00.000000,Evening,52
614603,Roxane,Lavoie,Roxane65@mailxyz.com,female,black,34,Young Adults,Gauteng,@Roxane6,Trace TV,2016-01-06 14:49:00.000000,Afternoon,738
614652,Michel,Sieren,Michel205@mailxyz.com,male,white,33,Young Adults,Mpumalanga,@Michel20,Supersport Live Events,2016-01-19 03:38:00.000000,Morning,192
615057,Anette,Leicht,Anette341@yahoo.com,female,black,25,Young Adults,Limpopo,@Anette34,Channel O,2016-01-10 07:34:00.000000,Morning,852
615122,Loyd,Tatham,Loyd495@mailxyz.com,male,black,24,Young Adults,Mpumalanga,@Loyd49,Supersport Live Events,2016-01-10 14:01:00.000000,Afternoon,40
615496,None,None,Bess372@gmail.com,None,None,0,Kids,None,None,MK,2016-01-20 19:10:00.000000,Evening,361
617535,Stefan,Reisinger,Stefan464@abcmail.com,male,indian_asian,40,Adults,Gauteng,@Stefan46,Africa Magic,2016-01-11 20:08:00.000000,Evening,11
617547,Royal,Beville,Royal175@mailxyz.com,male,black,39,Adults,Gauteng,@Royal17,Channel O,2016-01-05 10:06:00.000000,Morning,492
617576,Haywood,Roquemore,Haywood95@mailxyz.com,male,white,39,Adults,Western Cape,@Haywood9,Vuzu,2016-01-10 17:36:00.000000,Afternoon,114
617871,Donald,Paradis,Donald223@mail.com,male,black,32,Young Adults,North West,@Donald22,Trace TV,2016-01-11 18:29:00.000000,Evening,84
617961,Robby,Mosser,Robby165@mailxyz.com,male,indian_asian,30,Young Adults,Mpumalanga,@Robby16,Boomerang,2016-01-31 22:06:00.000000,Evening,551
618016,Stacy,Shkreli,Stacy275@mailxyz.com,male,None,29,Young Adults,Gauteng,@Stacy27,Cartoon Network,2016-01-10 09:24:00.000000,Morning,1000
618028,Kip,Tatham,Kip143@mail.com,male,black,29,Young Adults,Kwazulu Natal,@Kip14,SuperSport Blitz,2016-01-11 11:41:00.000000,Morning,72
620473,Dion,Marek,Dion331@yahoo.com,male,coloured,53,Seniors,Western Cape,@Dion33,Supersport Live Events,2016-01-12 20:40:00.000000,Evening,278
620816,Valentine,Leicht,Valentine472@gmail.com,male,white,39,Adults,Gauteng,@Valentine47,Supersport Live Events,2016-01-12 14:57:00.000000,Afternoon,32
621148,Eli,Arrieta,Eli293@mail.com,male,black,32,Young Adults,North West,@Eli29,Channel O,2016-01-12 10:41:00.000000,Morning,195
621261,Hyman,Pilot,Hyman81@yahoo.com,male,black,30,Young Adults,North West,@Hyman8,Africa Magic,2016-01-08 10:32:00.000000,Morning,19
621328,Stacy,Nicholls,Stacy272@gmail.com,male,None,29,Young Adults,Western Cape,@Stacy27,DStv Events 1,2016-01-13 20:02:00.000000,Evening,95
621470,Shane,Gettys,Shane24@abcmail.com,male,white,26,Young Adults,Western Cape,@Shane2,SuperSport Blitz,2016-01-22 13:45:00.000000,Afternoon,328
621521,Lucas,Hier,Lucas234@abcmail.com,male,black,25,Young Adults,Gauteng,@Lucas23,Trace TV,2016-01-12 12:07:00.000000,Afternoon,66
621524,Donald,Arrieta,Donald225@mailxyz.com,male,white,25,Young Adults,Gauteng,@Donald22,SawSee,2016-01-16 09:55:00.000000,Morning,46
621621,Jared,Pool,Jared504@abcmail.com,male,black,23,Young Adults,Gauteng,@Jared50,SawSee,2016-01-17 15:21:00.000000,Afternoon,28
621695,Alecia,Roquemore,Alecia53@mail.com,female,None,20,Young Adults,Western Cape,@Alecia5,SuperSport Blitz,2016-01-13 09:02:00.000000,Morning,8
623340,Wilton,Bilyeu,Wilton415@mailxyz.com,male,None,53,Seniors,Gauteng,@Wilton41,Supersport Live Events,2016-01-15 18:26:00.000000,Evening,138
623488,Jacinto,Bilyeu,Jacinto254@abcmail.com,male,coloured,43,Adults,Western Cape,@Jacinto25,E! Entertainment,2016-01-13 11:33:00.000000,Morning,932
623564,Claud,Crotty,Claud345@mailxyz.com,male,black,41,Adults,Gauteng,@Claud34,Channel O,2016-01-14 15:54:00.000000,Afternoon,2829
623681,Len,Mccollum,Len445@mailxyz.com,male,coloured,37,Adults,Eastern Cape,@Len44,Cartoon Network,2016-01-21 22:21:00.000000,Evening,141
623774,Hugh,Langenfeld,Hugh12@gmail.com,male,black,35,Young Adults,Eastern Cape,@Hugh1,SuperSport Blitz,2016-01-17 07:59:00.000000,Morning,424
624208,Brendan,Langenfeld,Brendan452@gmail.com,male,None,26,Young Adults,Kwazulu Natal,@Brendan45,Supersport Live Events,2016-01-12 13:16:00.000000,Afternoon,6
624257,Eli,Reisinger,Eli295@mailxyz.com,male,black,25,Young Adults,Gauteng,@Eli29,Supersport Live Events,2016-01-09 15:36:00.000000,Afternoon,0
624424,Irving,Creager,Irving51@yahoo.com,male,indian_asian,21,Young Adults,Kwazulu Natal,@Irving5,Supersport Live Events,2016-01-14 22:01:00.000000,Evening,78
625936,Raymundo,Zweifel,Raymundo431@yahoo.com,male,None,56,Seniors,Gauteng,@Raymundo43,Supersport Live Events,2016-01-14 09:13:00.000000,Morning,94
626053,Robby,Borelli,Robby164@abcmail.com,male,black,47,Adults,Gauteng,@Robby16,SuperSport Blitz,2016-01-14 12:57:00.000000,Afternoon,1248
626697,Nakita,Pool,Nakita285@mailxyz.com,female,black,31,Young Adults,Gauteng,@Nakita28,Africa Magic,2016-01-14 11:43:00.000000,Morning,42
626745,Romeo,Mccollum,Romeo372@gmail.com,male,black,30,Young Adults,Limpopo,@Romeo37,Boomerang,2016-01-13 09:05:00.000000,Morning,876
626750,Royal,Mccown,Royal171@yahoo.com,male,coloured,30,Young Adults,Western Cape,@Royal17,Supersport Live Events,2016-01-22 16:04:00.000000,Afternoon,344
626973,Brendan,Mina,Brendan451@yahoo.com,male,black,26,Young Adults,Free State,@Brendan45,Africa Magic,2016-01-26 15:31:00.000000,Afternoon,70
627027,Kip,Bilyeu,Kip143@mail.com,male,indian_asian,25,Young Adults,Kwazulu Natal,@Kip14,Cartoon Network,2016-03-25 17:43:00.000000,Afternoon,71
627133,Robby,Tancredi,Robby163@mail.com,male,white,23,Young Adults,Gauteng,@Robby16,Cartoon Network,2016-01-14 08:40:00.000000,Morning,46
627170,Earl,Creager,Earl425@mailxyz.com,male,black,22,Young Adults,Limpopo,@Earl42,Africa Magic,2016-01-10 12:11:00.000000,Afternoon,30
629727,Raymundo,Martello,Raymundo433@mail.com,male,black,42,Adults,Gauteng,@Raymundo43,SuperSport Blitz,2016-01-15 07:47:00.000000,Morning,8
629932,Stefan,Styer,Stefan464@abcmail.com,male,white,39,Adults,Eastern Cape,@Stefan46,Cartoon Network,2016-01-15 01:11:00.000000,Morning,2
630091,Kyle,Luthy,Kyle63@mail.com,male,black,37,Adults,Western Cape,@Kyle6,CNN,2016-01-13 22:53:00.000000,Evening,48
630358,Anette,Leicht,Anette371@yahoo.com,female,black,34,Young Adults,Western Cape,@Anette37,Africa Magic,2016-01-12 10:35:00.000000,Morning,1291
630547,Sharri,Tatham,Sharri362@gmail.com,female,white,32,Young Adults,Gauteng,@Sharri36,Cartoon Network,2016-01-14 18:43:00.000000,Evening,33
630977,Stacy,Wigfall,Stacy274@abcmail.com,male,coloured,28,Young Adults,Gauteng,@Stacy27,Trace TV,2016-01-16 09:52:00.000000,Morning,15
630995,Bernardo,Styer,Bernardo322@gmail.com,male,black,27,Young Adults,North West,@Bernardo32,SuperSport Blitz,2016-01-13 09:15:00.000000,Morning,10
631533,Haywood,Tancredi,Haywood94@abcmail.com,male,black,21,Young Adults,Gauteng,@Haywood9,SuperSport Blitz,2016-01-15 21:19:00.000000,Evening,310
631602,Wilburn,Creager,Wilburn304@abcmail.com,male,black,19,Young Adults,Gauteng,@Wilburn30,SawSee,2016-01-15 12:36:00.000000,Afternoon,37
635874,Brendan,Luthy,Brendan452@gmail.com,male,black,42,Adults,Kwazulu Natal,@Brendan45,SuperSport Blitz,2016-01-19 21:27:00.000000,Evening,982
636140,Raymundo,Pascarella,Raymundo431@yahoo.com,male,None,37,Adults,Western Cape,@Raymundo43,Boomerang,2016-01-26 14:09:00.000000,Afternoon,448
636464,Wilton,Restivo,Wilton411@yahoo.com,male,black,32,Young Adults,Gauteng,@Wilton41,Africa Magic,2016-01-28 08:26:00.000000,Morning,104
636845,Trudie,Restivo,Trudie52@gmail.com,female,black,27,Young Adults,Gauteng,@Trudie5,Trace TV,2016-01-16 20:09:00.000000,Evening,4221
636896,Brendan,Deblois,Brendan452@gmail.com,male,indian_asian,26,Young Adults,Kwazulu Natal,@Brendan45,Boomerang,2016-01-12 10:40:00.000000,Morning,34
